Review,Annotator_Sakib,Annotator_Sabbir,Annotator_Talha,Sentiment
দাম নিয়ে কিছু বলবো না 🤭🤭,Neutral,Neutral,Neutral,
"একটি খাতা একটি বই বা কিছু দরকারি ডকুমেন্টস নেওয়ার জন্য বেস্ট। সাইজে একটি খাতা থেকে একটু বড়।প্যাকেট হাতে নেওয়ার পর মনে হলো ভিতরে ব্যাগ নাই,এতই হালকা।",Positive,Positive,Positive,
১২১ টাকা ব্যাগ ডেলিভারি খরচ সহ ১৫০ টাকায় খুবই ভালো।,Positive,Positive,Positive,
দাম হিসাবে ভালো হয়েছে,Positive,Positive,Positive,
"ছবিতে দেওয়া নীল,আমাকে দিয়েছে কালো।এরকম দিলে হবে নাকি।ধুর ফালতু।",Negative,Negative,Negative,
বাটপারি করার জায়গা পান না নাকি?,StronglyNegative,StronglyNegative,StronglyNegative,
২ টা লাইট অর্ডার দিছি একটা দিছেন নষ্ট ভালো কিন্তু আমি অর্ডার করেছিলাম নীল কালার আমাকে দিয়েছে কালো কালার।।  so bad 😾,Negative,Negative,Negative,
ভাল একটা রাওটা,Positive,Positive,Positive,
বেশি ছোট বেলুন।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
বাজে কোয়ালিটি।,Negative,Negative,Negative,
"বেলুন গুলো নিম্নমানের, দাম খুব কম কিন্তু কোয়ালিটি খুব খারাপ। এত কম দামের জিনিস তাই রিটার্ন করছি না। তবে সেলারকে অনুরোধ করব কোয়ালিটি ভালো করতে। ধন্যবাদ!",Negative,Negative,Negative,
পিচ্চি পিচ্চি বেলুন দিছে.. কোথাও লেখা নাই ছোট ছোট বেলুন দিবে....,Negative,Negative,Negative,
বেলুনগুলো চলে কিন্তু পাম্পার খুব বাজে। কম দাম দেখে কিনতে এসে পুরোটায় অপচয় হয়ে গেছে।,Negative,Negative,Negative,
"মাত্র ৫৮ টি বেলুন ছিল এবং বেলুনের আকার অত্যন্ত ছোট, সবচেয়ে ছোট সাইজের বেলুন।",Negative,Negative,Negative,
আমি চাই লাম কি আর আমারে দছি কি চাইলাম বেলুন আর পামপার আমারে দিছে লোশন  এই গরমে আমি কই মাখি শালা একটা বাটপার,StronglyNegative,StronglyNegative,StronglyNegative,
বেলুন ১০০ টার জায়গায় ৮৪ টা আসছে তাও অনেকগুলো ফুটা। আর পাম্পার জরে পাম্প করলে খুলে যায়।,Negative,Negative,Negative,
আমি আপনাদে প্রোডাক্ট হতে পেয়েছি এখানে বলা হয়েছিল বেলুন ১০০ টি সাথে একটি পাম্পার দেওয়া হবে সবই ঠিক আছে কিন্তু বেলুন গুলো আমি গুনে দেখলাম ১০০টি নেই ৮৮টি আছে,Negative,Negative,Negative,
প্রোডাক্টটা দাম অনুপাতে ঠিকাছে। কিন্তু পাম্পারের নিচে ফাটা ছিলো। পাম্প হয়না। বাতাশ বেরিয়ে যায়। রিটার্ণ না করে ষ্কচটেপ মেরে চালিয়ে নিয়েছি। সেলারকে আরো সতর্ক থাকা উচিৎ ছিলো।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
বেলুন গুলো ছোট,Negative,Negative,Negative,
বেলুনগুলো অনেক ছোট ছোট পাম্পারটা ভালো ছিল ওভারল ভালই বলবো,Neutral,Neutral,Neutral,
সব মিলিয়ে মোটামুটি ভালো ছিল। তবে সতর্কতার সাথে ডেলিভারি করতে হবে কারন ১০ পিছ কম ছিল। নইলে আমার মত কাস্টমারের এমন রিভিউ আর আসবে।,Negative,Negative,Negative,
মোটামুটি বেলুনের size অনেক ছোট,Neutral,Neutral,Neutral,
বেলুন গুলো খুবই ছোট ছিল,Negative,Negative,Negative,
সব কিছুই ঠিক পাইছি৷ কিন্তু পেকেজিং মোটেও ভালো।,Negative,Negative,Negative,
বেলুন ৯০ টা দেয়া হইছে আর প্লাস্টিকের কোয়ালিটি ভালোই ছিলো,Neutral,Neutral,Neutral,
বেলুন গুলো মূল্যহীন। মানহীন বেলুন না দিয়ে পাম্পার এর দাম কম নেয়া যেত।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
এখানে পাম্পার টা ঠিক আছে৷  কিন্তু বেলুন দিয়েছেন ৮২ টা৷  বেলুন গুলো খুবই ছোট এবং একটু বেশি ফোলানো হলে ফেটে যাবে এমন,Negative,Negative,Negative,
যেমন টা দেখিয়েছে তেমন দেখতে  কিন্তু বাতাস তেমন একটা নেই। স্পিড এবং বাতাস খুবই কম ১০ আমি রেটিং দিলাম ৪,SlightlyNegative,SlightlyNegative,SlightlyNegative,
কেউ এই পন্নটি নিবেন না।,Negative,Negative,Negative,
ঠিকমতো হাওয়া দেয় না। ঠিকমতো কাজ করে না। খুবই খারাপ একটি প্রোডাক্ট।,Negative,Negative,Negative,
"৯৯% এর বেশি চার্জ হচ্ছে না। অনেক নয়েজ, গলায় কাপাকাপি করে। এছাড়াও ৩৬০ ডিগ্রি লেখা থাকলেও শুধু দুই পাশেই বাতাস পাওয়া যাচ্ছে। দ্রুত চার্জ শেষ হচ্ছে।",Negative,Negative,Negative,
একদম বাজে বাতাস লাগে নাতেমন বাতাস দেই না,Negative,Negative,Negative,
"মোটামুটি আর ওজন টা বেশি একেবারেই নরমাল,সাইজেউ বেশিই ছোট। ১০০ টাকা পণ্য হোক না কেন কিছু অন্তত ভালো আশা করা জায়, চেন এর অবস্থাউ ভালো না।কিছু বলার নেই এককথায় হতাশ হলাম।",Negative,Negative,Negative,
"পিকের সাথে কি পরিমান মিল,নিজেই দেখুন। সব মিলিয়ে ফালতু লাগছে",Negative,Negative,Negative,
"ব্যাগটি খুব একটা ভালো না, আমার ভালো লাগেনি",Negative,Negative,Negative,
ছবির সাথে ব্যাগের মিল নেই ব্যাগের কাপড় ভালো না,Negative,Negative,Negative,
ত্রুটিপূর্ণ প্রোডাক্ট সেল করা ঠিক নয়। ব্যাগ এ ময়লা।,Negative,Negative,Negative,
ব্যাগ এর চেইন খুলে দেখি পকেট নাই। কাপড় সেলাই করা।,Negative,Negative,Negative,
"যতটা ভালো মনে করে ছিলাম, ততটা না।একদম ছোট,",Negative,Negative,Negative,
ভালোই ছিলো ঘড়িটা,Positive,Positive,Positive,
সবাই নিতে পারেন মাত্র ২৩০ টাকা হিসেবে ঘড়ি খুব সুন্দর।,Positive,Positive,Positive,
ঘড়িটা অনেক ভালো কিন্তু এক সাইডে একটু স্ক্র্যাচ ছিল তাই এক স্টার কম দিলাম । কিন্তু ঘড়িটা আমি একমাস ধরে ব্যবহার করছি কোন প্রবলেম হয়নি । তাই আপনারা কেউ চাইলে কিনতে পারেন । এটার প্যাকেজিং টাও অনেক ভাল ছিল । Overall I am Satisfied,Positive,Positive,Positive,
ঘরিটা এমনিতে অনেক সুন্দর এবং কমফোর্টেবল কিন্তু চেইনটা চিকন। এই দামে ১০ এ ১০👌,Positive,Positive,Positive,
দাম অনুযায়ী ঠিক আছে তবে যে মডেলটা অর্ডার করেছিলাম সেলার সেটি দেয়নি। দেখতে ভালোই লাগে এখন কতদিন টিকে সেটা দেখার বিষয়।,Neutral,Neutral,Neutral,
সব মিলিয়ে চালিয়ে নেওয়া জায় আর তোবে একটু ভালো হলেও পারতো 😊,Neutral,Neutral,Neutral,
"দেখতে অনেক সুন্দর ছিলো,কিনটু গড়ি টার ব্যাচ টা অনেক টাই নিম্ন কোয়ালিটির 😑",SlightlyNegative,SlightlyNegative,SlightlyNegative,
"আশা করেছিলাম প্রোডাক্টটি অক্ষত অবস্থায় পাব, কিন্তু তা হয়নি।ঘড়িটির পিন  খোলা ছিল এবং স্ক্র্যাচ ছিল। ঘড়ি দেখতে সুন্দর কিন্তু হাতে পাবা মাএই দেখি ঘড়ি চলে না, সন্ধ্যায় ঘড়ির দোকানে যেয়ে ৬০ টাকা দিয়ে ব্যাটারি লাগাই নিছি।তারপর থেকে চলছে।দোকানদার বললো বাজারে ১০০ টাকাই পাবা যাই এই ঘড়ি🙂",Negative,Negative,Negative,
একদম ফালতু ঘড়ি রং উঠে গেছে এই সেইলার থেকে জীবনে কিছু কিনবেন না সবাইকে ঠকিয়ে দেবে,StronglyNegative,StronglyNegative,StronglyNegative,
"ঘড়ি টা ভালই। কিন্তু দুই নাম্বার প্রডাক্ট দিছে ছবিতে এক  ঘরি  পাঠাইসে অন্য  অন্য করি ঘরি।ঘড়ি টা ভালই। কিন্তু দুই নাম্বার প্রডাক্ট দিছে ছবিতে এক  ঘরি  পাঠাইসে অন্য  অন্য করি ঘরি।আলহামদুল্লাহ অনেক খুশি হলাম,,যেমন চেয়েছি তেমনই পেয়েছি এবং সেলার হাসান ভাই কে ধন্যবাদ অনেক ভালো,",Negative,Negative,Negative,
মাশাআল্লাহ ঘড়িটি অনেক সুন্দর।এক কথায় অসাধারণ। কিছুক্ষণ আগে হাতে পেয়েছি।দশ দিন ব্যবহারে ঘড়িটা নষ্ট হয়ে গেছে ঘড়িতে আর চলে না চাইলে একটু মন ভালো করতে পারে নষ্ট করি দরকার নাই 🤬🤬🤬,Negative,Negative,Negative,
ঘড়িটি খুবই ভালো। কিন্তু ঘড়ির চেইনের ফিনিশিং টা একটু কম। আমার কাছে ভালোই লাগছে। ধন্যবাদ সেলার কে এবং ধন্যবাদ দারাজকে,Positive,Positive,Positive,
বাহিরে ফিটফাট ভিতরে সদরঘাট এই কথার সাথে মিল আছে এই রাউটার এর সাথে।,Negative,Negative,Negative,
পুরাই ফালতু জঘন্য  একটা রাউটার। রিপিটার হিসেবে ব্যবহার করার জন্য নিয়েছিলাম। স্পিড একেবারেই নাই। আর ২/১ মিনিট পরপর অটো ডিসকানেক্ট হয়ে যায়। টাকাটাই জলে গেল!!,Negative,Negative,Negative,
"ফালতুচুদা একটা রাউটার।এক রুমে রাখলে,অন্য রুমে আর কানেকশন পাই না।কেউ কিনবেন না।আমি এখানকার রিভিউ দেখে কিনেছিলাম রাউটার টি।কিন্তু আমার মনে হচ্ছে রিভিউ গুলিও ফেক।",StronglyNegative,StronglyNegative,StronglyNegative,
"টাকা কোন ফ্যাক্ট না,,ফ্যাক্ট হলো আপনি কম টাকায় মানুষকে ভালো জিনিসটা দিচ্ছেন কিনা সেটা।আপনি ভালো জিনিস না পোষালে ভালো দামে বিক্রি করেন সমস্যা নাই তোযারা ইনটেক প্রোডাক্ট চান তারা দয়া করে এই প্রোডাক্টটি কিনবেন না। খুব ভালো না কিন্তু টাকা পরিমাণ যেরকমের মালটা শেই রকমের",StronglyNegative,StronglyNegative,StronglyNegative,
জিনিসটা ভালোই মনে হয়েছে কিন্তু রেঞ্জ কম,Neutral,Neutral,Neutral,
দুই রুমের বাসার জন্য ঠিক আছে,Positive,Positive,Positive,
ভালই... এখন অবধি ভালই চলছ...,Positive,Positive,Positive,
আলহামদুলিল্লাহ ভালই খারাপ না,SlightlyPositive,SlightlyPositive,SlightlyPositive,
সবকিছু ভালো ছিল বাট একটা সমস্যা হল ছোট কানেক্টর দেয় নাই,SlightlyNegative,SlightlyNegative,SlightlyNegative,
"মোটামুটি ভালোই, শুধু রেঞ্জ এক্তু কম।",SlightlyNegative,SlightlyNegative,SlightlyNegative,
অনেক উন্নত মানের ধন্যবাদ অরজিনাল এমআই লাউডার পেয়েছি অসাধারণ,Positive,Positive,Positive,
খুব ভালো মানের রাওটার ধন্যবাদ দারাজ কে এতো সুন্দর পন্য দেওয়ার জন্য আর অসখ্য ধন্যবাদ সেলার কেও,StronglyPositive,StronglyPositive,StronglyPositive,
কতদিন টেকে বলা যায়না। ব্যবহার করি তারপরে বুঝতে পারব।,Neutral,Neutral,Neutral,
কাজ করছে। এবং খুব সুন্দর প্রডাক্ট।,Positive,Positive,Positive,
এক্সটেন্ড অপশন ছবিতে ছিলো বাস্তবে পাই নাই।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
খুব ছোট।কিন্তু পন্য  অনেক ভাল।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
খুব ভালো কিন্তু প্যোন্যর প্যাকেজিন খারাব,SlightlyPositive,SlightlyPositive,SlightlyPositive,
অনেক সুন্দর একটা প্রোডাক্ট আমার খুব পছন্দ হয়েছে।,Positive,Positive,Positive,
এডেপ্টার টা আরো মজবুত হওয়া দরকার ছিলো,SlightlyNegative,SlightlyNegative,SlightlyNegative,
লাইট ভালো ছিল। তবে তারগুলো নরমাল। আরেকটু ভাল মানের তার ব্যাবহার করলে ভালো হতো।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
খুবই ভালো একটা প্রোডাক্ট । কিন্তু লাইট গুলো অনেক ছোট ছোট আর লম্বায় ও একটু ছোট।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
প্রোডাক্ট কোয়ালিটি ভালো ছিলো... সব ঠিক ঠাক ছিলো... তবে ডেসক্রিপশনে লিখা লম্বায় ৩২ ফিট..খারাপ না ভালোই। তবে সাইজে ছোট...,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"ভালো একটি লাইট , আমি অনেক খুশি",Positive,Positive,Positive,
আমি লাইট টাকে মাঝখানে হোম ডিসাইনে লাগিয়েছি,Neutral,Neutral,Neutral,
ডিসকাউন্ট ছিল 145 টাকা দাম পড়েছে।,Neutral,Neutral,Neutral,
"অনেকগুলা মোড এ লাইট জ্বলে, ওভার অল কোয়ালিটি ভালো।",Positive,Positive,Positive,
"একদম যে সব ঠিকঠাক তা বলবো না কারন লাইট ১০০টা আছে ঠিকই কিন্তু টোটাল ঝারবাতি ২০ ফিট নাই আর সবচেয়ে খারাপ দিক হলো নীল রঙের বাতি টা জ্বলে কোনো রকম না জলার মতোই ধরা যায় প্যাকেজিং ভালোই ছিল। সেলারের রেসপন্স ও ভালো।যা লিখেছেন তা ই দিবেন, সাইজে ছোট দিচ্ছেন কেন?",SlightlyNegative,SlightlyNegative,SlightlyNegative,
"কথার সাথে বাস্তবতার মিল নেই, এর চাইতে ভ্যানে তিনটি খাতা ১০০ টাকায় পাওয়া যায় সেগুলো অনেক ভালো",Negative,Negative,Negative,
"যে সাইজের দেওয়ার কথা ছিল, সাইজের একচুয়ালিটি নাই। কাগজের আকার a3 না। আমি মোট আটটি খাতা নেই যার মধ্যে শুধুমাত্র দুইটি এই থ্রি সাইজ পাওয়া গেছে",Negative,Negative,Negative,
সালার বাটপার সেলার। একেকটা একেক সাইজের খাতা দিছে। একেবারে ছোটো ছোটো খাতা।  description এ লেখা আছে ১৬*২৫ কিন্তু বাস্তবে মিল নাই।,StronglyNegative,StronglyNegative,StronglyNegative,
16*25 cm দেওয়ার কথা ছিল সব। 2 টা দেওয়া হলেও বাকিগুলা 3 টা বড় দেওয়া হয় নি। 😤 এমন আশা করিনি। আমার সব কয়টা বড় প্রয়োজন ছিল।,StronglyNegative,StronglyNegative,StronglyNegative,
Per noteBook a ১০০ পেজ করে থাকবে লেখা থাকলে 50 পেজ করে দিছে।,StronglyNegative,StronglyNegative,StronglyNegative,
"কোন নোটবুকে 100 পেজ নাই, জাস্ট একটা বাটপার",StronglyNegative,StronglyNegative,StronglyNegative,
"খুবই হতাশাজনক। একটা খাতায় ও ১০০ পেজ নেই । ৮০ পেজ করে দেওয়া।A3 পেপার এর সাইজ কি জানা আছে? না থাকলে দেখে তারপর প্রোডাক্টের ডেসক্রিপশন লেখেন। 100 পেজ গুনতে পারেন? বাটপারি করেই যান, এজন্য দারাজের বদনাম হয়।",StronglyNegative,StronglyNegative,StronglyNegative,
সেইলার এর মাঝে সততা নাই। ইচ্ছা করে ইনি এইরকম খাতা দিছে।৬টা ঠিকঠাক পাইছি।আর ৫ দিছে ছোট।ছোট প্যাড দেওয়ায় একটা বেশি দিছে।সাথে একটা পকেট প্যাডও দিছে।যাইহোক ওভারল খারাপ না।,StronglyNegative,StronglyNegative,StronglyNegative,
আলহামদুলিল্লাহ দাম হিসেবে খাতা ভালো আছে কিন্তু পেজ কম। নোটবুকে ১০০ পেজ মানে ৫০ পাতা থাকার কথা কিন্তু ৩০ পাতা করে আছে।,Negative,Negative,Negative,
"৩ টা বড়, ১ মাঝারি,  ১ টি ছোট,।  ধন্যবাদ আপনাকে",SlightlyPositive,SlightlyPositive,SlightlyPositive,
"বাজেট অনুসারে ঠিক আছে, এবং স্কেল না‌ টানা, সাদা খাতা দেওয়ার জন্য সেলারকে ধন্যবাদ।৬০, ৮০, ৮০, ১০০, ১০০ পৃষ্ঠার খাতা দিয়েছেন, তবুও ছোট বড় মিশানো।",SlightlyPositive,SlightlyPositive,SlightlyPositive,
আগের রিভিউ গুলোতে দেখেছিলাম একটা puff থাকে।। আর আমি এটার রিভিউ ভিডিও ইউটিউবেও দেখেছি এটার সাথে একটা mini puff থাকে ।,Neutral,Neutral,Neutral,
একদম ফালতু রেপ্লিকা একটা প্রোডাক্ট । 👎🏻ঠিক আছে কিন্তু জিনিস ছোট্ট,Negative,Negative,Negative,
ভালো মেশে না,Negative,Negative,Negative,
"আয়ত্ত বুঝাতে কলম এর কাপের সমান, LouisWill এর কোন ষ্টিকার কিংবা লোগো ছিলো না।মোটা মুটি ভাল তবে দাম টা একটু বেশি।",Neutral,Neutral,Neutral,
"আপনারা বলেন stainless steel but i got ডেউ  টিনের নরমাল সিলভার কালার। অফারে ভিতরে ৩৬নং product দেয়া কী ঠিক , বলেন। এইসব লক্ষ্য রাখবেন সবাই ভালোটা যাতে পাই।",Negative,Negative,Negative,
"দাম অনুযায়ী ভালো,,,,কিন্তু এক জায়গাই টোপ খেয়ে গেছে",SlightlyNegative,SlightlyNegative,SlightlyNegative,
ভালো জিনিস  এটা।,Positive,Positive,Positive,
প্যাকেজিং ভাল ছিলনা..,Positive,Positive,Positive,
প্রোডাক্ট ভাল। কাজ ভালভাবে চলে।,Positive,Positive,Positive,
প্রয়োজনীয় জিনিস। ভালো তো অবশ্যই। তবে মনটা খারাপ হয় ৩০ টাকার জিনিষ ৫৫ টাকা কুরিয়ার খরচ। এমন আচরন   দারাজ কে কনসিডার করতে হবে।,Positive,Positive,Positive,
সেই এক কথায় অসংখ্য ধন্যবাদ দারাজ,StronglyPositive,StronglyPositive,StronglyPositive,
দাম অনুযায়ী মোটামুটি ভালো,SlightlyPositive,SlightlyPositive,SlightlyPositive,
কাপড়টা মোটামুটি ভাল,SlightlyPositive,SlightlyPositive,SlightlyPositive,
আলাদা করে পরে স্টিকার দিয়ে * বসানো,SlightlyNegative,SlightlyNegative,SlightlyNegative,
যেমন দেখেছিলাম তেমন ই পেয়েছি। ধন্যবাদ দারাজ।,Positive,Positive,Positive,
"দাম অনুযায়ী ভালোই আছে,",SlightlyPositive,SlightlyPositive,SlightlyPositive,
"দাম অনুযায়ী প্রডাক্ট ভালো,,আপনারা চাইলে নিতে পারেন,,",Positive,Positive,Positive,
দেখতে মোটামুটি ভালোই বাট কোয়ালিটি খুবই বাজে। তবে দাম অনুযায়ী খারাপ না।।আপনারা চায়লে নিতে পারেন,SlightlyPositive,SlightlyPositive,SlightlyPositive,
খুব খারাপ বিষয় এটা।বাটপারি করার একটা লিমিট থাকে ২ বার বীজ নিলাম একবার ও বীজ  গজায় নাই।আল্লাহ এদের উপর গজব ফেলেন।😡😡😡,StronglyNegative,StronglyNegative,StronglyNegative,
এগুলা কি ক্যাপসিকামের চারা? দেখে তো মনে হচ্ছে ঘাস,Negative,Negative,Negative,
দুই সপ্তাহ হলো বীজ রোপণ করার।এখনো কোনো বীজ থেকে চারা বের হয় নাই।,Negative,Negative,Negative,
একটা চারাও গজাই নাই ☹️☹️,Negative,Negative,Negative,
দেখেশুনে কেনার অনুরোধ করছি ।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
মেয়াদোত্তীর্ণ বীজ দিয়েছে সেলার 😞,Negative,Negative,Negative,
আমি কখনও রিভিউ দেই না যত খারাপই হোকনা কেন। কিন্তু  এইবার এমন ধরা খাইছি যে আর পারলাম না।চারা গজায় নি,StronglyNegative,StronglyNegative,StronglyNegative,
চারা জালায়নি।,Negative,Negative,Negative,
বীজ ভালো পড়ে নাই।,Negative,Negative,Negative,
জারমিনেশন পদ্ধতি হত দিলে সহজ হবে।,Neutral,Neutral,Neutral,
"ভালো বাট আপনারা,বীজ অনেক কম দেন,দাম বেশি পড়ছে",Negative,Negative,Negative,
ঠিক সময়ই পাইছি ৷ কোয়ালিটি খুব একটা ভালনা৷ দেখি চারা হয়নাকি৷,Neutral,Neutral,Neutral,
"বীজ এর পরিমাণ যথেষ্ট ভালো, তবে বীজ গুলো রং করা।",SlightlyPositive,SlightlyPositive,SlightlyPositive,
"প্লাগ টা খুবই বাজে,,,",Negative,Negative,Negative,
দিলাম দুইটা অর্ডার... পেলাম একটা,Negative,Negative,Negative,
৩০ ফিটের কথা বলে মাত্র ১০ ফিট লাইট দিয়েছে।,Negative,Negative,Negative,
"তার ছেড়া নষ্ট একটা লাইট পাঠিয়েছে, তার জোড়া লাগালেও জ্বলে না।",Negative,Negative,Negative,
"আপনারা এতো বাটপার কেনো?? লিখছেন ৩২ ফিট,কিন্তু দিলেন ১১ফিট।ভদ্র ঘরের মানুষ এমন হয় না।😡😡😡পর্যাপ্ত পরিমাণ লুছ ছিল তারপরও টানানোর পরে মিনিট পরে ডিভাইসের তার ছিড়ে যায়। সেজন্য ছেলার কে ধন্যবাদ দিতে পারলাম না প্যাকেজিং দেখে প্রথমে খুশি হয়েছিলাম কিন্তু খুশি 10 মিনিটও টেকেনি।খুবই ঠুনকো। ১ মাস যায় নাই।",StronglyNegative,StronglyNegative,StronglyNegative,
লেখা ছিল ৩০ ফিট প্রডাক্ট ভালোই তবে আর একটু বড় হলে আরো ভালো হতো।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"২ টা নিয়েছি মোটামুটি ভালো ,সুইচ বাটন গুলো ফিটিং কম ,খুলে যাবে অবস্থা, তবুও ভালো সেলার এ বিষয়ে খেয়াল রাখবেন",SlightlyPositive,SlightlyPositive,SlightlyPositive,
মোটামুটি চলে। আলো বেশি উজ্জ্বল না আমি ভাবছিলাম আলো আরো কিছুটা উজ্জ্বল হবে। আপনারা চাইলে নিতে পারেন বাকিটা আপনাদের উপর ডিপেন্ড করে।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
এককথায় যদি রিভিউ দেয়া যায় তাহলে বলা যায় চলে এভারেজ টাইপ একদম অসাধারণ বলা যায় না।,Neutral,Neutral,Neutral,
লাইট ঠিক আছে।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
একটা পিন ভাঙা ছিল।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
প্যাকেজিং ভালো ছিলনা।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
সেলর বাই প্যাকেজিং টা আর একটু ইম্প্রুভ করা উচিত ছিল,SlightlyNegative,SlightlyNegative,SlightlyNegative,
কোয়ালিটি মোটামুটি ভাল। চাইলে নিতে পারেন। প্যাকেজিং খুব বাজে ছিল।শুধু একটা পলিথিনে ভরে দিয়ে দিয়েছে।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
মোটামুটি ভালো কিন্তু ডেলিভারির চার্জ  একটু বেশি,SlightlyNegative,SlightlyNegative,SlightlyNegative,
দিনের আলোতে দেখে খুব একটা ভালো লাগেনা,SlightlyNegative,SlightlyNegative,SlightlyNegative,
"হাতে পাওয়ার পর দেখলাম এটা খুবই সাধারণ একটি জিনিস দেখলে মনে হয় খুবই কম দামি।অর্ডার করলাম কালো, দিলো অন্য কালার -_-",SlightlyNegative,SlightlyNegative,SlightlyNegative,
"ফালতু সব পন্য, দেখায়া একটা দেয় আর একটা",StronglyNegative,StronglyNegative,StronglyNegative,
"প্রোডাক্ট কোয়ালিটি ঠিক ছিল,আমি দুইটা ব্রাউন কালার অর্ডার দিয়েছিলাম কিন্তু আমাকে একটা ব্রাউন আর একটা কালো কালার দিয়েছে,এটা আমার ভালো লাগেনি",SlightlyNegative,SlightlyNegative,SlightlyNegative,
ব্যবহার করা যাবে কিন্তু এখানে একটা চিটারি করা হয়েছে  যে ব্যগ একটা ছবি আপলোড করা হয়েছে ওই ব্যাগটা আসলে অরজিনাল এটা তারই মতন বানানো ডুপ্লিকেট এটা আসল না ভালো না,SlightlyNegative,SlightlyNegative,SlightlyNegative,
থার্ড ক্লাস কোয়ালিটি 🙂,Negative,Negative,Negative,
প্রথমে তো ভালোই মনে হয়েছিলো কিন্তু বিশ্বাস করেন একদমই বাজে জিনিস ভাই একদিনই ব্যবহার করে ফেলে দিয়েছি 🙂👍,StronglyNegative,StronglyNegative,StronglyNegative,
বলা হয়েছে লেদার কিন্তু এটা লেদার না। আর এই দামে বাজারে ভালো মাল পাওয়া যায়,Negative,Negative,Negative,
"যেমন টাকা মালও তেমন, লাভও হয়নি লসও হয়নি তবে ডেলিভারি ফি টা অতিরিক্ত গেলো।",SlightlyNegative,SlightlyNegative,SlightlyNegative,
বাজেট অনুযায়ী খুব ভালো একটি প্রোডক্ট,Positive,Positive,Positive,
জিনিসটা খুব সুন্দর কিন্তু আমি চকলেট রং চেয়েছিলাম কিন্তু দিশে বাদামি,SlightlyNegative,SlightlyNegative,SlightlyNegative,
"মোটামুটি ভালো আছে, তবে কালার টা একটু উন্নত করা প্রয়োজন।",Neutral,Neutral,Neutral,
"মুটামুটি ভালো, কিন্তু কার্ড রাখার পকেট গুলো ভেতরদিকে সেলাই করা নেই, কার্ড রাখলে ভেতরে চলেযায় বেরকরা জামেলা।",Negative,Negative,Negative,
যেমটা আসা করেছিলাম সেরকম তায় মোটামুটি পেয়েছি। এই দামে এর থেকে বেশি আশা করা যায় না।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
ছবির সাথে মিল আছে। এখনও ব্যবহার করিনি।  কার্যকর হবে কিনা সন্দেহ।,Neutral,Neutral,Neutral,
"যেমনটা আশা করছিলাম তেমন না,,অনেক চুল ছিরে যাই,,,,চুলের মায়া করলে এটা ব্যবহার করা যাবে না,,,,,তাছারা সব কিছু ঠিক আছে",Neutral,Neutral,Neutral,
খারাপ না  তবে পন্নের মান আরো  ভালো হওআ  উচিনা,SlightlyNegative,SlightlyNegative,SlightlyNegative,
ভীষণ চুল উঠে,Negative,Negative,Negative,
খুবই বাজে জিনিস।,StronglyNegative,StronglyNegative,StronglyNegative,
আশানুরূপ নয়।  কোয়ালিটি ভাল না।,Negative,Negative,Negative,
এটা তেমন কাজ করে না।  কেও নিয়েন না,Negative,Negative,Negative,
"চিরুনিতে কিছুই হয়না,অনেক ফাকা ফাকা",Negative,Negative,Negative,
আমি ডেলিভারি  পাই নি কিন্তু  মেসেজ আসছে ডেলিভারি  হয়ে  গেছে..,StronglyNegative,StronglyNegative,StronglyNegative,
দেখাবে একটা দিবে আরেকটা। দুইটা অর্ডার করলে একটা পাবেন।আর একটা করলে তো 😅।দাম একটু বেশি রাখছেন,Negative,Negative,Negative,
দাম আরেকটু কম হলে ভাল হত।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
দাম ও ডেলিভারী খরচ দিয়ে। অনেক দাম পড়ে।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
একটু বেশি ফাঁকা ফাঁকা কাটা গুলা তাই বড় উকুন আসলেও ছোট লিক আসে না,SlightlyNegative,SlightlyNegative,SlightlyNegative,
ভালো প্রডাক্ট। আহামরি উকুন না আসলেও কেবল চিরুনি হিসেবেও এর ব্যবহার চমৎকার।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
অনেক ভালো আলহমদুলিল্লাহ। ভেবেছিলাম ভালো কাজ করবে না কিন্তু সাধারণ ওকুনের চিরণির চাইতে ভালো তবে চিরণীর দাতগুলো ব্যাকা হইতে পারে ঘন ও কোকড়া চুলে,StronglyPositive,StronglyPositive,StronglyPositive,
আমি খুবই আশাহত,Negative,Negative,Negative,
যে প্রডাক্ট দেখে অর্ডার করছি আর এটা দিছে। এইটা কোনো কাজ হলো।।।,Negative,Negative,Negative,
